source_name,sport_or_league,date,event_id,event_name,status,score,tournament,source_url,likely_womens,raw_note
NCAA API / ncaa.com-derived,DI Women's Basketball,2026-06-06,,"{'gameID': '6534726', 'away': {'score': '51', 'names': {'char6': 'S CAR', 'short': 'South Carolina', 'seo': 'south-carolina', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'South Carolina UCLA', 'url': '/game/6534726', 'network': 'ABC', 'home': {'score': '79', 'names': {'char6': 'UCLA', 'short': 'UCLA', 'seo': 'ucla', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-ten'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1775417400', 'gameState': 'final', 'startDate': '04/05/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 701, 'bracketRound': 7, 'championshipId': 6394, 'championshipGame': {'round': {'roundNumber': 7, 'title': 'Championship', 'subtitle': '4/5'}}}",,,DI Women's Basketball,https://ncaa-api.henrygd.me/scoreboard/basketball-women/d1/2026-06-06,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Basketball,2026-06-06,,"{'gameID': '6534726', 'away': {'score': '51', 'names': {'char6': 'S CAR', 'short': 'South Carolina', 'seo': 'south-carolina', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'South Carolina UCLA', 'url': '/game/6534726', 'network': 'ABC', 'home': {'score': '79', 'names': {'char6': 'UCLA', 'short': 'UCLA', 'seo': 'ucla', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-ten'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1775417400', 'gameState': 'final', 'startDate': '04/05/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 701, 'bracketRound': 7, 'championshipId': 6394, 'championshipGame': {'round': {'roundNumber': 7, 'title': 'Championship', 'subtitle': '4/5'}}}",,,DI Women's Basketball,https://ncaa-api.henrygd.me/scoreboard/basketball-women/d1/20260606,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Basketball,2026-06-07,,"{'gameID': '6534726', 'away': {'score': '51', 'names': {'char6': 'S CAR', 'short': 'South Carolina', 'seo': 'south-carolina', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'South Carolina UCLA', 'url': '/game/6534726', 'network': 'ABC', 'home': {'score': '79', 'names': {'char6': 'UCLA', 'short': 'UCLA', 'seo': 'ucla', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-ten'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1775417400', 'gameState': 'final', 'startDate': '04/05/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 701, 'bracketRound': 7, 'championshipId': 6394, 'championshipGame': {'round': {'roundNumber': 7, 'title': 'Championship', 'subtitle': '4/5'}}}",,,DI Women's Basketball,https://ncaa-api.henrygd.me/scoreboard/basketball-women/d1/2026-06-07,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Basketball,2026-06-07,,"{'gameID': '6534726', 'away': {'score': '51', 'names': {'char6': 'S CAR', 'short': 'South Carolina', 'seo': 'south-carolina', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'South Carolina UCLA', 'url': '/game/6534726', 'network': 'ABC', 'home': {'score': '79', 'names': {'char6': 'UCLA', 'short': 'UCLA', 'seo': 'ucla', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-ten'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1775417400', 'gameState': 'final', 'startDate': '04/05/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 701, 'bracketRound': 7, 'championshipId': 6394, 'championshipGame': {'round': {'roundNumber': 7, 'title': 'Championship', 'subtitle': '4/5'}}}",,,DI Women's Basketball,https://ncaa-api.henrygd.me/scoreboard/basketball-women/d1/20260607,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-04,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/2026-06-04,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-04,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/20260604,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-05,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/2026-06-05,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-05,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/20260605,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-06,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/2026-06-06,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-06,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/20260606,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-07,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/2026-06-07,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Volleyball,2026-06-07,,"{'gameID': '6500718', 'away': {'score': '3', 'names': {'char6': 'TX A&M', 'short': 'Texas A&M', 'seo': 'texas-am', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas A&M Kentucky', 'url': '/game/6500718', 'network': 'ABC', 'home': {'score': '0', 'names': {'char6': 'UK', 'short': 'Kentucky', 'seo': 'kentucky', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'liveVideoEnabled': True, 'startTime': '3:30 PM ET', 'startTimeEpoch': '1766349000', 'gameState': 'final', 'startDate': '12/21/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6378, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Volleyball,https://ncaa-api.henrygd.me/scoreboard/volleyball-women/d1/20260607,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-04,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/2026-06-04,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-04,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/20260604,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-05,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/2026-06-05,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-05,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/20260605,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-06,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/2026-06-06,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-06,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/20260606,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-07,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/2026-06-07,Yes,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Women's Soccer,2026-06-07,,"{'gameID': '6500781', 'away': {'score': '1', 'names': {'char6': 'FSU', 'short': 'Florida St.', 'seo': 'florida-st', 'full': ''}, 'winner': True, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'finalMessage': 'FINAL', 'title': 'Florida St. Stanford', 'url': '/game/6500781', 'network': 'ESPNU', 'home': {'score': '0', 'names': {'char6': 'STAN', 'short': 'Stanford', 'seo': 'stanford', 'full': ''}, 'winner': False, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'acc'}]}, 'liveVideoEnabled': True, 'startTime': '7:00 PM ET', 'startTimeEpoch': '1765238400', 'gameState': 'final', 'startDate': '12/08/2025', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 601, 'bracketRound': 6, 'championshipId': 6379, 'championshipGame': {'round': {'roundNumber': 6, 'title': 'Championship', 'subtitle': ''}}}",,,DI Women's Soccer,https://ncaa-api.henrygd.me/scoreboard/soccer-women/d1/20260607,Yes,Candidate NCAA API endpoint.
