run_id,event_uid,canonical_key,selected_source,source_count,all_sources_json,sport_norm,league_norm,gender_scope,scheduled_start_utc,scheduled_date_local,home_team_norm,away_team_norm,home_team_display,away_team_display,final_score_display,game_state,status_norm,home_score,away_score,winner,loser,outcome_type,editorial_tier,editorial_bucket,content_action,content_family,posting_priority,caption_seed,score_by_period_json,team_stats_json,player_stats_json,top_performers_json,confidence,confidence_reason_json,score_conflict,manual_review,include_in_dashboard,include_in_graphics,editorial_rank,graphics_headline,graphics_subhead,source_url,source_priority
cc84c917103a2a20,e96b1ee4716ebb74,basketball|2026-06-05|dallas wings|los angeles sparks,api_sports,2,"[""api_sports"", ""espn_wnba""]",basketball,WNBA,women,2026-06-06T02:00:00+00:00,2026-06-05,los angeles sparks,dallas wings,Los Angeles Sparks,Dallas Wings,Dallas Wings 104 - Los Angeles Sparks 96,final,final,96,104,Dallas Wings,Los Angeles Sparks,win,Tier 1,Must Post,Make First,Tonight in the W,P1,"Dallas Wings defeated Los Angeles Sparks, Dallas Wings 104 - Los Angeles Sparks 96.","{""home"": {""quarter_1"": 28, ""quarter_2"": 27, ""quarter_3"": 23, ""quarter_4"": 18, ""over_time"": null, ""total"": 96}, ""away"": {""quarter_1"": 24, ""quarter_2"": 30, ""quarter_3"": 23, ""quarter_4"": 27, ""over_time"": null, ""total"": 104}}",,,,1.00,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05], [""second_source_agrees"", 0.1], [""wnba_espn_backup_present"", 0.08]], ""final_confidence"": 1.0}",No,No,Yes,Yes,292.7,Dallas Wings beat Los Angeles Sparks,Final: Dallas Wings 104 - Los Angeles Sparks 96,https://v1.basketball.api-sports.io/games,100
cc84c917103a2a20,364015fe3e4b915a,basketball|2026-06-05|phoenix mercury|portland fire,api_sports,2,"[""api_sports"", ""espn_wnba""]",basketball,WNBA,women,2026-06-06T02:00:00+00:00,2026-06-05,portland fire,phoenix mercury,Portland Fire,Phoenix Mercury,Phoenix Mercury 78 - Portland Fire 72,final,final,72,78,Phoenix Mercury,Portland Fire,win,Tier 1,Must Post,Make First,Tonight in the W,P1,"Phoenix Mercury defeated Portland Fire, Phoenix Mercury 78 - Portland Fire 72.","{""home"": {""quarter_1"": 16, ""quarter_2"": 18, ""quarter_3"": 17, ""quarter_4"": 21, ""over_time"": null, ""total"": 72}, ""away"": {""quarter_1"": 21, ""quarter_2"": 17, ""quarter_3"": 17, ""quarter_4"": 23, ""over_time"": null, ""total"": 78}}",,,,1.00,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05], [""second_source_agrees"", 0.1], [""wnba_espn_backup_present"", 0.08]], ""final_confidence"": 1.0}",No,No,Yes,Yes,292.7,Phoenix Mercury beat Portland Fire,Final: Phoenix Mercury 78 - Portland Fire 72,https://v1.basketball.api-sports.io/games,100
cc84c917103a2a20,90ab7899a04722f7,basketball|2026-06-06|minnesota lynx|seattle storm,api_sports,2,"[""api_sports"", ""espn_wnba""]",basketball,WNBA,women,2026-06-06T17:00:00+00:00,2026-06-06,minnesota lynx,seattle storm,Minnesota Lynx,Seattle Storm,Seattle Storm 68 - Minnesota Lynx 88,final,final,88,68,Minnesota Lynx,Seattle Storm,win,Tier 1,Must Post,Make First,Tonight in the W,P1,"Minnesota Lynx defeated Seattle Storm, Seattle Storm 68 - Minnesota Lynx 88.","{""home"": {""quarter_1"": 16, ""quarter_2"": 29, ""quarter_3"": 26, ""quarter_4"": 17, ""over_time"": null, ""total"": 88}, ""away"": {""quarter_1"": 24, ""quarter_2"": 19, ""quarter_3"": 10, ""quarter_4"": 15, ""over_time"": null, ""total"": 68}}",,,,1.00,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05], [""second_source_agrees"", 0.1], [""wnba_espn_backup_present"", 0.08]], ""final_confidence"": 1.0}",No,No,Yes,Yes,292.7,Minnesota Lynx beat Seattle Storm,Final: Seattle Storm 68 - Minnesota Lynx 88,https://v1.basketball.api-sports.io/games,100
cc84c917103a2a20,97dc60ffbbd5da4f,basketball|2026-06-06|golden state valkyries|las vegas aces,api_sports,2,"[""api_sports"", ""espn_wnba""]",basketball,WNBA,women,2026-06-06T19:00:00+00:00,2026-06-06,las vegas aces,golden state valkyries,Las Vegas Aces,Golden State Valkyries,Golden State Valkyries 79 - Las Vegas Aces 84,final,final,84,79,Las Vegas Aces,Golden State Valkyries,win,Tier 1,Must Post,Make First,Tonight in the W,P1,"Las Vegas Aces defeated Golden State Valkyries, Golden State Valkyries 79 - Las Vegas Aces 84.","{""home"": {""quarter_1"": 20, ""quarter_2"": 18, ""quarter_3"": 20, ""quarter_4"": 26, ""over_time"": null, ""total"": 84}, ""away"": {""quarter_1"": 13, ""quarter_2"": 22, ""quarter_3"": 20, ""quarter_4"": 24, ""over_time"": null, ""total"": 79}}",,,,1.00,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05], [""second_source_agrees"", 0.1], [""wnba_espn_backup_present"", 0.08]], ""final_confidence"": 1.0}",No,No,Yes,Yes,292.7,Las Vegas Aces beat Golden State Valkyries,Final: Golden State Valkyries 79 - Las Vegas Aces 84,https://v1.basketball.api-sports.io/games,100
cc84c917103a2a20,360ffb014c9900c6,basketball|2026-06-05|chicago sky|connecticut sun,espn_wnba,1,"[""espn_wnba""]",basketball,WNBA,women,2026-06-05T23:30Z,2026-06-05,chicago sky,connecticut sun,Chicago Sky,Connecticut Sun,Connecticut Sun 80 - Chicago Sky 85,final,final,85,80,Chicago Sky,Connecticut Sun,win,Tier 1,Archive Only,Archive,Tonight in the W,Archive Only,"Chicago Sky defeated Connecticut Sun, Connecticut Sun 80 - Chicago Sky 85.","{""Chicago Sky"": [{""value"": 11.0, ""displayValue"": ""11"", ""period"": 1}, {""value"": 32.0, ""displayValue"": ""32"", ""period"": 2}, {""value"": 22.0, ""displayValue"": ""22"", ""period"": 3}, {""value"": 20.0, ""displayValue"": ""20"", ""period"": 4}], ""Connecticut Sun"": [{""value"": 25.0, ""displayValue"": ""25"", ""period"": 1}, {""value"": 20.0, ""displayValue"": ""20"", ""period"": 2}, {""value"": 16.0, ""displayValue"": ""16"", ""period"": 3}, {""value"": 19.0, ""displayValue"": ""19"", ""period"": 4}]}",,,,0.83,"{""base_source"": ""espn_wnba"", ""base"": 0.55, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05], [""wnba_espn_backup_present"", 0.08]], ""final_confidence"": 0.83}",No,No,Yes,No,275.7,Chicago Sky beat Connecticut Sun,Final: Connecticut Sun 80 - Chicago Sky 85,https://www.espn.com/wnba/game/_/gameId/401856963,70
cc84c917103a2a20,fe886e0f88e49709,volleyball|2026-06-05|france w|usa w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T00:00:00+00:00,2026-06-05,france w,usa w,France W,USA W,USA W 3 - France W 2,final,final,2,3,USA W,France W,win,Tier 1,Must Post,Make First,Around Women’s Sports,P1,"USA W defeated France W, USA W 3 - France W 2.","{""home"": 2, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,USA W beat France W,Final: USA W 3 - France W 2,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,2e0a4f0c91f0398e,volleyball|2026-06-06|belgium w|thailand w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T07:00:00+00:00,2026-06-06,thailand w,belgium w,Thailand W,Belgium W,Belgium W 3 - Thailand W 2,final,final,2,3,Belgium W,Thailand W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Belgium W defeated Thailand W, Belgium W 3 - Thailand W 2.","{""home"": 2, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,Belgium W beat Thailand W,Final: Belgium W 3 - Thailand W 2,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,27511dab60a7f2af,volleyball|2026-06-06|china w|serbia w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T11:30:00+00:00,2026-06-06,china w,serbia w,China W,Serbia W,Serbia W 0 - China W 3,final,final,3,0,China W,Serbia W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"China W defeated Serbia W, Serbia W 0 - China W 3.","{""home"": 3, ""away"": 0}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,China W beat Serbia W,Final: Serbia W 0 - China W 3,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,5b80b98ce6e0ad0a,volleyball|2026-06-06|brazil w|bulgaria w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T14:00:00+00:00,2026-06-06,brazil w,bulgaria w,Brazil W,Bulgaria W,Bulgaria W 0 - Brazil W 3,final,final,3,0,Brazil W,Bulgaria W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Brazil W defeated Bulgaria W, Bulgaria W 0 - Brazil W 3.","{""home"": 3, ""away"": 0}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,Brazil W beat Bulgaria W,Final: Bulgaria W 0 - Brazil W 3,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,adcc8afb37091496,volleyball|2026-06-06|italy w|turkey w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T18:30:00+00:00,2026-06-06,italy w,turkey w,Italy W,Turkey W,Turkey W 1 - Italy W 3,final,final,3,1,Italy W,Turkey W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Italy W defeated Turkey W, Turkey W 1 - Italy W 3.","{""home"": 3, ""away"": 1}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,Italy W beat Turkey W,Final: Turkey W 1 - Italy W 3,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,fb0bfc7665b9c074,volleyball|2026-06-06|canada w|france w,api_sports,1,"[""api_sports""]",volleyball,Nations League Women,women,2026-06-06T20:30:00+00:00,2026-06-06,canada w,france w,Canada W,France W,France W 1 - Canada W 3,final,final,3,1,Canada W,France W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Canada W defeated France W, France W 1 - Canada W 3.","{""home"": 3, ""away"": 1}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,174.7,Canada W beat France W,Final: France W 1 - Canada W 3,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,47ba8d83026cad2d,volleyball|2026-06-06|israel w|romania w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T12:00:00+00:00,2026-06-06,israel w,romania w,Israel W,Romania W,Romania W 3 - Israel W 0,final,final,0,3,Romania W,Israel W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Romania W defeated Israel W, Romania W 3 - Israel W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Romania W beat Israel W,Final: Romania W 3 - Israel W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,d40b0b17045297ac,volleyball|2026-06-06|albania w|switzerland w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T13:00:00+00:00,2026-06-06,albania w,switzerland w,Albania W,Switzerland W,Switzerland W 3 - Albania W 0,final,final,0,3,Switzerland W,Albania W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Switzerland W defeated Albania W, Switzerland W 3 - Albania W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Switzerland W beat Albania W,Final: Switzerland W 3 - Albania W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,6e8c35176b7ec83c,volleyball|2026-06-06|estonia w|sweden w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T14:00:00+00:00,2026-06-06,estonia w,sweden w,Estonia W,Sweden W,Sweden W 3 - Estonia W 0,final,final,0,3,Sweden W,Estonia W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Sweden W defeated Estonia W, Sweden W 3 - Estonia W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Sweden W beat Estonia W,Final: Sweden W 3 - Estonia W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,47a4e1c1e2adaed9,volleyball|2026-06-06|kosovo w|spain w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T15:00:00+00:00,2026-06-06,kosovo w,spain w,Kosovo W,Spain W,Spain W 3 - Kosovo W 1,final,final,1,3,Spain W,Kosovo W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Spain W defeated Kosovo W, Spain W 3 - Kosovo W 1.","{""home"": 1, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Spain W beat Kosovo W,Final: Spain W 3 - Kosovo W 1,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,495452f50f52ba70,volleyball|2026-06-06|georgia w|slovenia w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T15:00:00+00:00,2026-06-06,georgia w,slovenia w,Georgia W,Slovenia W,Slovenia W 3 - Georgia W 0,final,final,0,3,Slovenia W,Georgia W,win,Tier 1,Strong Maybe,Strong Maybe,Around Women’s Sports,P2,"Slovenia W defeated Georgia W, Slovenia W 3 - Georgia W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Slovenia W beat Georgia W,Final: Slovenia W 3 - Georgia W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,4bb3ad066b673409,volleyball|2026-06-06|greece w|lithuania w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T15:00:00+00:00,2026-06-06,lithuania w,greece w,Lithuania W,Greece W,Greece W 3 - Lithuania W 0,final,final,0,3,Greece W,Lithuania W,win,Tier 1,Watchlist,Watch,Around Women’s Sports,P3,"Greece W defeated Lithuania W, Greece W 3 - Lithuania W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Greece W beat Lithuania W,Final: Greece W 3 - Lithuania W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,2f29e6c5ef559bb4,volleyball|2026-06-06|iceland w|slovakia w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T15:35:00+00:00,2026-06-06,iceland w,slovakia w,Iceland W,Slovakia W,Slovakia W 3 - Iceland W 0,final,final,0,3,Slovakia W,Iceland W,win,Tier 1,Watchlist,Watch,Around Women’s Sports,P3,"Slovakia W defeated Iceland W, Slovakia W 3 - Iceland W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Slovakia W beat Iceland W,Final: Slovakia W 3 - Iceland W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,70c99b86a3faf10a,volleyball|2026-06-06|hungary w|north macedonia w,api_sports,1,"[""api_sports""]",volleyball,European League Women,women,2026-06-06T16:00:00+00:00,2026-06-06,north macedonia w,hungary w,North Macedonia W,Hungary W,Hungary W 3 - North Macedonia W 0,final,final,0,3,Hungary W,North Macedonia W,win,Tier 1,Watchlist,Watch,Around Women’s Sports,P3,"Hungary W defeated North Macedonia W, Hungary W 3 - North Macedonia W 0.","{""home"": 0, ""away"": 3}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,145.3,Hungary W beat North Macedonia W,Final: Hungary W 3 - North Macedonia W 0,https://v1.volleyball.api-sports.io/games,100
cc84c917103a2a20,a435ab5b81277d32,handball|2026-06-06|csm bucuresti w rou|metz w fra,api_sports,1,"[""api_sports""]",handball,Champions League Women,women,2026-06-06T13:00:00+00:00,2026-06-06,metz w fra,csm bucuresti w rou,Metz W (Fra),CSM Bucuresti W (Rou),CSM Bucuresti W (Rou) 27 - Metz W (Fra) 32,final,final,32,27,Metz W (Fra),CSM Bucuresti W (Rou),win,Tier 1,Watchlist,Watch,Results Desk,P3,"Metz W (Fra) defeated CSM Bucuresti W (Rou), CSM Bucuresti W (Rou) 27 - Metz W (Fra) 32.","{""home"": 32, ""away"": 27}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,138.7,Metz W (Fra) beat CSM Bucuresti W (Rou),Final: CSM Bucuresti W (Rou) 27 - Metz W (Fra) 32,https://v1.handball.api-sports.io/games,100
cc84c917103a2a20,f89ee82995b4e5f3,handball|2026-06-06|brest bretagne w fra|gyor w hun,api_sports,1,"[""api_sports""]",handball,Champions League Women,women,2026-06-06T16:00:00+00:00,2026-06-06,brest bretagne w fra,gyor w hun,Brest Bretagne W (Fra),Gyor W (Hun),Gyor W (Hun) 31 - Brest Bretagne W (Fra) 30,final,final,30,31,Gyor W (Hun),Brest Bretagne W (Fra),win,Tier 1,Watchlist,Watch,Results Desk,P3,"Gyor W (Hun) defeated Brest Bretagne W (Fra), Gyor W (Hun) 31 - Brest Bretagne W (Fra) 30.","{""home"": 30, ""away"": 31}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,138.7,Gyor W (Hun) beat Brest Bretagne W (Fra),Final: Gyor W (Hun) 31 - Brest Bretagne W (Fra) 30,https://v1.handball.api-sports.io/games,100
cc84c917103a2a20,b71d67af0e8f71fc,soccer|2026-06-05|jamaica w|panama w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T01:00:00+00:00,2026-06-05,panama w,jamaica w,Panama W,Jamaica W,Jamaica W 1 - Panama W 0,final,final,0,1,Jamaica W,Panama W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Jamaica W defeated Panama W, Jamaica W 1 - Panama W 0.","{""goals"": {""home"": 0, ""away"": 1}, ""score"": {""halftime"": {""home"": 0, ""away"": 1}, ""fulltime"": {""home"": 0, ""away"": 1}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Jamaica W beat Panama W,Final: Jamaica W 1 - Panama W 0,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,2a3ef548b121b008,soccer|2026-06-05|costa rica w|el salvador w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T02:00:00+00:00,2026-06-05,el salvador w,costa rica w,El Salvador W,Costa Rica W,Costa Rica W 1 - El Salvador W 1,final,final,1,1,,,draw,Tier 2,Watchlist,Watch,Results Desk,P3,"Costa Rica W and El Salvador W finished level, 1-1.","{""goals"": {""home"": 1, ""away"": 1}, ""score"": {""halftime"": {""home"": 0, ""away"": 0}, ""fulltime"": {""home"": 1, ""away"": 1}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Costa Rica W and El Salvador W draw 1-1,Final: Costa Rica W 1 - El Salvador W 1,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,420429a70a9b23ee,soccer|2026-06-06|japan w|south africa w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T06:50:00+00:00,2026-06-06,japan w,south africa w,Japan W,South Africa W,South Africa W 0 - Japan W 5,final,final,5,0,Japan W,South Africa W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Japan W defeated South Africa W, South Africa W 0 - Japan W 5.","{""goals"": {""home"": 5, ""away"": 0}, ""score"": {""halftime"": {""home"": 3, ""away"": 0}, ""fulltime"": {""home"": 5, ""away"": 0}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Japan W beat South Africa W,Final: South Africa W 0 - Japan W 5,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,109d7ce52b10eccd,soccer|2026-06-06|australia w|mexico w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T09:15:00+00:00,2026-06-06,australia w,mexico w,Australia W,Mexico W,Mexico W 1 - Australia W 0,final,final,0,1,Mexico W,Australia W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Mexico W defeated Australia W, Mexico W 1 - Australia W 0.","{""goals"": {""home"": 0, ""away"": 1}, ""score"": {""halftime"": {""home"": 0, ""away"": 0}, ""fulltime"": {""home"": 0, ""away"": 1}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Mexico W beat Australia W,Final: Mexico W 1 - Australia W 0,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,a3de1c3a2f5baf87,soccer|2026-06-06|fiji w|hong kong w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T10:00:00+00:00,2026-06-06,hong kong w,fiji w,Hong Kong W,Fiji W,Fiji W 1 - Hong Kong W 3,final,final,3,1,Hong Kong W,Fiji W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Hong Kong W defeated Fiji W, Fiji W 1 - Hong Kong W 3.","{""goals"": {""home"": 3, ""away"": 1}, ""score"": {""halftime"": {""home"": 2, ""away"": 1}, ""fulltime"": {""home"": 3, ""away"": 1}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Hong Kong W beat Fiji W,Final: Fiji W 1 - Hong Kong W 3,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,25220c3f31410f69,soccer|2026-06-06|brazil u20 w|korea republic u20 w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T10:00:00+00:00,2026-06-06,brazil u20 w,korea republic u20 w,Brazil U20 W,Korea Republic U20 W,Korea Republic U20 W 0 - Brazil U20 W 3,final,final,3,0,Brazil U20 W,Korea Republic U20 W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Brazil U20 W defeated Korea Republic U20 W, Korea Republic U20 W 0 - Brazil U20 W 3.","{""goals"": {""home"": 3, ""away"": 0}, ""score"": {""halftime"": {""home"": 2, ""away"": 0}, ""fulltime"": {""home"": 3, ""away"": 0}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Brazil U20 W beat Korea Republic U20 W,Final: Korea Republic U20 W 0 - Brazil U20 W 3,https://v3.football.api-sports.io/fixtures,100
cc84c917103a2a20,f13947a2a2af6da7,soccer|2026-06-06|thailand w|uzbekistan w,api_sports,1,"[""api_sports""]",soccer,Friendlies Women,women,2026-06-06T10:30:00+00:00,2026-06-06,thailand w,uzbekistan w,Thailand W,Uzbekistan W,Uzbekistan W 0 - Thailand W 1,final,final,1,0,Thailand W,Uzbekistan W,win,Tier 2,Watchlist,Watch,Results Desk,P3,"Thailand W defeated Uzbekistan W, Uzbekistan W 0 - Thailand W 1.","{""goals"": {""home"": 1, ""away"": 0}, ""score"": {""halftime"": {""home"": 1, ""away"": 0}, ""fulltime"": {""home"": 1, ""away"": 0}, ""extratime"": {""home"": null, ""away"": null}, ""penalty"": {""home"": null, ""away"": null}}}",,,,0.92,"{""base_source"": ""api_sports"", ""base"": 0.72, ""adjustments"": [[""final_state"", 0.1], [""score_complete"", 0.05], [""period_data_present"", 0.05]], ""final_confidence"": 0.92}",No,No,Yes,Yes,132.3,Thailand W beat Uzbekistan W,Final: Uzbekistan W 0 - Thailand W 1,https://v3.football.api-sports.io/fixtures,100
