asset_id,run_id,asset_type,entity_type,sport,league,entity_name,source_domain,page_url,source_url,discovered_via,selector_used,alt_text,title_text,mime_type,file_ext,width_px,height_px,file_bytes,http_status,sha256,ahash,rights_status,rights_notes,needs_manual_review,is_official_source,crawl_timestamp_utc,download_path,thumbnail_path,candidate_score,approval_status,approved_asset_id
ast_a3fec5c7be4af4,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,www.wnba.com,https://www.wnba.com/players,https://www.wnba.com/images/WNBA_fallback.png,open_graph,og:image,,WNBA Players & Rosters | WNBA,image/png,png,800,500,17727,200,10573f13f074421199a1667c15569fca3c4a342de87e3b04c933e7b18865c7fa,0000407e7e400000,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:01.741028+00:00,data/assets/raw/ast_a3fec5c7be4af4.png,data/assets/thumbs/ast_a3fec5c7be4af4.webp,55,approved,appr_c158a654a3bd50
ast_ed919931c30ac1,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,www.wnba.com,https://www.wnba.com/players,https://www.wnba.com/images/fallbackimage_black.jpg,open_graph,twitter:image,,WNBA Players & Rosters | WNBA,image/jpeg,jpg,1600,900,43747,200,8e4bcc660eefced4f5f4b81c8d23cd6802657cd2d8b0d8a4126851aa22c08efe,0808181818180808,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:02.408863+00:00,data/assets/raw/ast_ed919931c30ac1.jpg,data/assets/thumbs/ast_ed919931c30ac1.webp,55,approved,appr_7bf6ef92c16bed
ast_3a5c45ca825792,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/static/next/images/logos/wnba-secondary-logo.svg,img_tag,img,WNBA,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2521,200,0a943b3b90b703af5cd9378f0025cf45ef522e6f813684039c16973c01df9894,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:03.045564+00:00,data/assets/raw/ast_3a5c45ca825792.svg,,45,approved,appr_69dc42b85360bc
ast_e4613120ae85e2,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661330/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2919,200,a76ce6ab16ebc69cf0cc3c40915e7d9d5dbaea8cc57a61e21699761404b7b0e8,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:03.687993+00:00,data/assets/raw/ast_e4613120ae85e2.svg,,45,approved,appr_4bf65f0d48b2ee
ast_3e2b68620d5f1b,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661329/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,4046,200,172aba56e343507f6b5e3edd9ea6cf4971173bc86171e90ece2e27cdc4610483,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:04.346688+00:00,data/assets/raw/ast_3e2b68620d5f1b.svg,,45,approved,appr_6e1c47456fad82
ast_bb6d9791d2919d,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661323/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,12359,200,86a071cffb6761b35f5d3602036740182dcb5eae146ae4916a92268254de4b4b,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:04.985663+00:00,data/assets/raw/ast_bb6d9791d2919d.svg,,45,approved,appr_f30373f1742c2d
ast_8d9666982def96,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661321/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,17842,200,34667bdc5aa8ab8349a2c6754079d197e3ee8807a5226c9271386c9016848356,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:05.621863+00:00,data/assets/raw/ast_8d9666982def96.svg,,45,approved,appr_f284cff149db0e
ast_d8132a0b67e8d2,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661331/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1207,200,399de741bc06f4b8e4dd5dd7601780717c4c3da01bf93e073e42953d40cef1de,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:06.260907+00:00,data/assets/raw/ast_d8132a0b67e8d2.svg,,45,approved,appr_e131b45f1f748e
ast_cc63043a642018,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661325/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,17010,200,45882f631146fa58ed847f70665be3ff4438a790bd5d3920e0964fa5ed4cebcf,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:06.900585+00:00,data/assets/raw/ast_cc63043a642018.svg,,45,approved,appr_d5ccb32a7887bc
ast_31860909850154,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661319/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1914,200,a96b8f2aaf28efe1dbec46958149a5f7b50c769b4f98b6dd2519f202d394abbc,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:07.548679+00:00,data/assets/raw/ast_31860909850154.svg,,45,approved,appr_0b93c40709057a
ast_3ab217684473cf,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661320/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,4713,200,a66284f1eb7ad98288eb0072ed625510e69623cfb0ded129058b7f4a8aaf768c,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:08.195972+00:00,data/assets/raw/ast_3ab217684473cf.svg,,45,approved,appr_d235cd1007bb11
ast_229b80e341b710,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661324/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,9849,200,06355b777e8328a79b3779d477a238f407548779e6dabfa8a2ce43a29c5a0528,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:08.861904+00:00,data/assets/raw/ast_229b80e341b710.svg,,45,approved,appr_21843b5f095968
ast_cb8eeb645aea7b,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661313/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,16458,200,84f4afb9bc1555ae62f85cb62a4146f22d08820acb0aba7ccfa3cf312d7a8ca6,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:09.499515+00:00,data/assets/raw/ast_cb8eeb645aea7b.svg,,45,approved,appr_b152ca0b295ca6
ast_d0a1ef36c8f473,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661317/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1792,200,a829b9aca4eb148168fde21ef1ed63494765e8178c073a8e563940b867537d6a,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:10.149189+00:00,data/assets/raw/ast_d0a1ef36c8f473.svg,,45,approved,appr_4be8dc92521b8b
ast_cc7d194738dd7b,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661327/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,6947,200,3070f8155146c93d9bb6ef6d3ed60198fa89f04ca479fe92e0fed9521d93e453,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:10.787843+00:00,data/assets/raw/ast_cc7d194738dd7b.svg,,45,approved,appr_76bebfa6cb9eaf
ast_f4ddca68003043,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661328/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2708,200,5d5a7be49b05730b5eb212c382b1942d21ea2ffbf6dcf126ad21444496d80816,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:11.424402+00:00,data/assets/raw/ast_f4ddca68003043.svg,,45,approved,appr_ab77d4820a4cdd
ast_fae5191c92f132,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661332/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2178,200,1145863d8eeb2daeedf19c5a308b69c2041e6afc1750085d92fe7c6da325e8e2,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:12.065590+00:00,data/assets/raw/ast_fae5191c92f132.svg,,45,approved,appr_e36f096abb546c
ast_da1fbf3eb2caa2,assetdesk_20260608_033823,headshot,player,basketball,WNBA,A'ja Wilson,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661322/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,32629,200,831ebb30404e77d495a295af33cdb91983d850d8b35b88564d81ecc67a7def6a,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:51:12.709337+00:00,data/assets/raw/ast_da1fbf3eb2caa2.svg,,45,approved,appr_0e0d58ec920325
ast_261c49a90da564,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,www.wnba.com,https://www.wnba.com/players,https://www.wnba.com/images/WNBA_fallback.png,open_graph,og:image,,WNBA Players & Rosters | WNBA,image/png,png,800,500,17727,200,10573f13f074421199a1667c15569fca3c4a342de87e3b04c933e7b18865c7fa,0000407e7e400000,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:38.353326+00:00,data/assets/raw/ast_261c49a90da564.png,data/assets/thumbs/ast_261c49a90da564.webp,55,approved,appr_bfb44c786e3def
ast_7087baa68d7f45,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,www.wnba.com,https://www.wnba.com/players,https://www.wnba.com/images/fallbackimage_black.jpg,open_graph,twitter:image,,WNBA Players & Rosters | WNBA,image/jpeg,jpg,1600,900,43747,200,8e4bcc660eefced4f5f4b81c8d23cd6802657cd2d8b0d8a4126851aa22c08efe,0808181818180808,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:39.015192+00:00,data/assets/raw/ast_7087baa68d7f45.jpg,data/assets/thumbs/ast_7087baa68d7f45.webp,55,approved,appr_07663e34847b4b
ast_3be0cb2ed55140,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/static/next/images/logos/wnba-secondary-logo.svg,img_tag,img,WNBA,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2521,200,0a943b3b90b703af5cd9378f0025cf45ef522e6f813684039c16973c01df9894,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:39.654536+00:00,data/assets/raw/ast_3be0cb2ed55140.svg,,45,approved,appr_f847f3c6799f33
ast_95b690b479e971,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661330/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2919,200,a76ce6ab16ebc69cf0cc3c40915e7d9d5dbaea8cc57a61e21699761404b7b0e8,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:40.297951+00:00,data/assets/raw/ast_95b690b479e971.svg,,45,approved,appr_a867622fdd01eb
ast_e66acb8c7ee61e,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661329/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,4046,200,172aba56e343507f6b5e3edd9ea6cf4971173bc86171e90ece2e27cdc4610483,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:40.957247+00:00,data/assets/raw/ast_e66acb8c7ee61e.svg,,45,approved,appr_691b19ea938f2f
ast_44e91ae9b75600,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661323/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,12359,200,86a071cffb6761b35f5d3602036740182dcb5eae146ae4916a92268254de4b4b,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:41.597233+00:00,data/assets/raw/ast_44e91ae9b75600.svg,,45,approved,appr_d9e615d6dbbcc7
ast_d889c59e022a1a,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661321/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,17842,200,34667bdc5aa8ab8349a2c6754079d197e3ee8807a5226c9271386c9016848356,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:42.233274+00:00,data/assets/raw/ast_d889c59e022a1a.svg,,45,approved,appr_5e6d326a1352a9
ast_38c2acff271a20,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661331/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1207,200,399de741bc06f4b8e4dd5dd7601780717c4c3da01bf93e073e42953d40cef1de,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:42.881353+00:00,data/assets/raw/ast_38c2acff271a20.svg,,45,approved,appr_a2bb69c4d373c8
ast_927f05553fc57c,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661325/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,17010,200,45882f631146fa58ed847f70665be3ff4438a790bd5d3920e0964fa5ed4cebcf,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:43.525811+00:00,data/assets/raw/ast_927f05553fc57c.svg,,45,approved,appr_c6944777545f36
ast_55e50e2bc63695,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661319/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1914,200,a96b8f2aaf28efe1dbec46958149a5f7b50c769b4f98b6dd2519f202d394abbc,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:44.163907+00:00,data/assets/raw/ast_55e50e2bc63695.svg,,45,approved,appr_c381aca86b8aa0
ast_e23fea89fda3cf,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661320/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,4713,200,a66284f1eb7ad98288eb0072ed625510e69623cfb0ded129058b7f4a8aaf768c,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:44.801477+00:00,data/assets/raw/ast_e23fea89fda3cf.svg,,45,approved,appr_20ee998eb25bf0
ast_a9802bd63d5179,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661324/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,9849,200,06355b777e8328a79b3779d477a238f407548779e6dabfa8a2ce43a29c5a0528,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:45.441339+00:00,data/assets/raw/ast_a9802bd63d5179.svg,,45,approved,appr_fdec3a75472816
ast_a45d5f840de392,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661313/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,16458,200,84f4afb9bc1555ae62f85cb62a4146f22d08820acb0aba7ccfa3cf312d7a8ca6,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:46.089605+00:00,data/assets/raw/ast_a45d5f840de392.svg,,45,approved,appr_83a3b82a4bda66
ast_1729ef2271e2a3,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661317/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,1792,200,a829b9aca4eb148168fde21ef1ed63494765e8178c073a8e563940b867537d6a,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:46.728974+00:00,data/assets/raw/ast_1729ef2271e2a3.svg,,45,approved,appr_5e7254235f4901
ast_3e620a557eaae4,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661327/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,6947,200,3070f8155146c93d9bb6ef6d3ed60198fa89f04ca479fe92e0fed9521d93e453,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:47.369109+00:00,data/assets/raw/ast_3e620a557eaae4.svg,,45,approved,appr_c63dfd0c86165a
ast_73c6ac1d60e9b0,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661328/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2708,200,5d5a7be49b05730b5eb212c382b1942d21ea2ffbf6dcf126ad21444496d80816,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:48.009855+00:00,data/assets/raw/ast_73c6ac1d60e9b0.svg,,45,approved,appr_db34b492d892cf
ast_0d052b5dd09cf8,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661332/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,2178,200,1145863d8eeb2daeedf19c5a308b69c2041e6afc1750085d92fe7c6da325e8e2,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:48.822102+00:00,data/assets/raw/ast_0d052b5dd09cf8.svg,,45,approved,appr_5603e2b64c49da
ast_f836347e4bd346,assetdesk_20260608_033823,headshot,player,basketball,WNBA,Arike Ogunbowale,cdn.wnba.com,https://www.wnba.com/players,https://cdn.wnba.com/logos/wnba/1611661322/primary/L/logo.svg,img_tag,img,,WNBA Players & Rosters | WNBA,image/svg+xml,svg,,,32629,200,831ebb30404e77d495a295af33cdb91983d850d8b35b88564d81ecc67a7def6a,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,Yes,2026-06-08T03:50:49.460827+00:00,data/assets/raw/ast_f836347e4bd346.svg,,45,approved,appr_30ef7887abdd2e
ast_c21fa571c7f26b,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ADollar-Bank-Logo-w-Tagline.png,https://upload.wikimedia.org/wikipedia/commons/6/6d/Dollar-Bank-Logo-w-Tagline.png,wikimedia_api,imageinfo,Australian dollar price Bank Logo with Tagline,File:Dollar-Bank-Logo-w-Tagline.png,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:26.678541+00:00,,,45,approved,appr_d47d5dbdca4b2c
ast_5b62f4e1a687a5,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AIC2020_Logo_-_teal_emblem_-_horiz_-_w_strap_-_transparent_background.png,https://upload.wikimedia.org/wikipedia/commons/d/dd/IC2020_Logo_-_teal_emblem_-_horiz_-_w_strap_-_transparent_background.png,wikimedia_api,imageinfo,Incat Crowther Logo,File:IC2020 Logo - teal emblem - horiz - w strap - transparent background.png,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:27.304203+00:00,,,45,approved,appr_c44357f9fb5fa9
ast_c7faf0e339aa87,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ALife_fm_logo_spearmint_rgb_900px_w_72ppi.png,https://upload.wikimedia.org/wikipedia/commons/3/38/Life_fm_logo_spearmint_rgb_900px_w_72ppi.png,wikimedia_api,imageinfo,New 2023 Sattion logo,File:Life fm logo spearmint rgb 900px w 72ppi.png,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:27.931122+00:00,,,45,approved,appr_81251c99e2186f
ast_33306739b3f684,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ALogo_Canberra_Liberals.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e5/Logo_Canberra_Liberals.jpg,wikimedia_api,imageinfo,Logo of the  w:Canberra Liberals  (Australian political party),File:Logo Canberra Liberals.jpg,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:28.558651+00:00,,,45,approved,appr_7b0b93dc5ccea0
ast_2d1ef073d89b6b,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ALogo_of_City_of_Canterbury-Bankstown.svg,https://upload.wikimedia.org/wikipedia/commons/0/01/Logo_of_City_of_Canterbury-Bankstown.svg,wikimedia_api,imageinfo,The logotype of the  w:City of Canterbury-Bankstown .,File:Logo of City of Canterbury-Bankstown.svg,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:29.187987+00:00,,,45,approved,appr_eaac30bf36597a
ast_47b123331ce4af,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ALogo_of_Liverpool_City_Council.svg,https://upload.wikimedia.org/wikipedia/commons/1/13/Logo_of_Liverpool_City_Council.svg,wikimedia_api,imageinfo,The logotype of the  w:City of Liverpool (New South Wales) .,File:Logo of Liverpool City Council.svg,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:29.814954+00:00,,,45,approved,appr_b9e7ceee82f601
ast_c7a330dfbe8754,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AMTBA_Logo_-_Corporate_wText_-_CYMK_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/MTBA_Logo_-_Corporate_wText_-_CYMK_%281%29.jpg,wikimedia_api,imageinfo,mtba,File:MTBA Logo - Corporate wText - CYMK (1).jpg,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:30.441076+00:00,,,45,approved,appr_47510c976d3155
ast_7eaf1157b11378,assetdesk_20260608_033823,logo,team,soccer,Soccer,Australia W,upload.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AMVFC_W-League_Logo.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/MVFC_W-League_Logo.jpg,wikimedia_api,imageinfo,Melbourne Victory Women's logo.,File:MVFC W-League Logo.jpg,,,,,,429,,,auto_approved_by_hsd_aggressive_policy,Source/provenance retained. Current HSD policy auto-approves public candidates.,No,No,2026-06-08T03:49:31.068308+00:00,,,45,approved,appr_cf43ae162a6a09
