athlete_id,athlete_name,team_id,league,provider_player_id,source_url,identity_confidence,asset_kind,local_asset_path,file_exists,approved_marker_path,approved_marker_exists,status,approval_status,identity_review_status,missing_asset_reason,source_evidence,crop_readiness_notes,render_template_uses,review_only_policy
chicago_sky_courtney_vandersloot,Courtney Vandersloot,chicago_sky,WNBA,,https://sky.wnba.com/roster,,cutout,assets/leagues/wnba/athletes/chicago_sky_courtney_vandersloot/cutout.png,false,assets/leagues/wnba/athletes/chicago_sky_courtney_vandersloot/cutout.png.approved,false,missing,missing_asset_not_renderable,missing_asset_review_required,cutout_not_onboarded,athlete_images_registry; source_note=missing_review_required,asset_file_missing; cutout_slot_requires_manual_crop_review,review_only_not_renderable_until_approved,catalog_only_no_auto_approval_no_file_movement
chicago_sky_courtney_vandersloot,Courtney Vandersloot,chicago_sky,WNBA,202664,https://cdn.wnba.com/headshots/wnba/latest/260x190/202664.png,0.72,headshot,assets/leagues/wnba/athletes/chicago_sky_courtney_vandersloot/headshot.png,true,assets/leagues/wnba/athletes/chicago_sky_courtney_vandersloot/headshot.png.approved,true,approved,approved_marker_present_manual_source_recheck_required,manual_source_recheck_required,,approved_assets_registry; decision_source=default; source_file=outputs/latest/review_files/athlete_image_approval_pack/downloads/chicago_sky/chicago_sky_courtney_vandersloot__202664.png; approved_at_utc=2026-06-16T04:22:55.100200+00:00,approved_marker_present; headshot_slot_requires_identity_and_crop_review; image_size=260x190; meets_headshot_floor; default_decision_source_manual_recheck_required,review_only_manual_source_recheck_required: default_decision_source_manual_recheck_required,catalog_only_no_auto_approval_no_file_movement
chicago_sky_dijonai_carrington,DiJonai Carrington,chicago_sky,WNBA,,https://sky.wnba.com/roster,,cutout,assets/leagues/wnba/athletes/chicago_sky_dijonai_carrington/cutout.png,false,assets/leagues/wnba/athletes/chicago_sky_dijonai_carrington/cutout.png.approved,false,missing,missing_asset_not_renderable,missing_asset_review_required,cutout_not_onboarded,athlete_images_registry; source_note=missing_review_required,asset_file_missing; cutout_slot_requires_manual_crop_review,review_only_not_renderable_until_approved,catalog_only_no_auto_approval_no_file_movement
chicago_sky_dijonai_carrington,DiJonai Carrington,chicago_sky,WNBA,1630096,https://cdn.wnba.com/headshots/wnba/latest/260x190/1630096.png,0.72,headshot,assets/leagues/wnba/athletes/chicago_sky_dijonai_carrington/headshot.png,true,assets/leagues/wnba/athletes/chicago_sky_dijonai_carrington/headshot.png.approved,true,approved,approved_marker_present_manual_source_recheck_required,manual_source_recheck_required,,approved_assets_registry; decision_source=default; source_file=outputs/latest/review_files/athlete_image_approval_pack/downloads/chicago_sky/chicago_sky_dijonai_carrington__1630096.png; approved_at_utc=2026-06-16T04:22:55.098507+00:00,approved_marker_present; headshot_slot_requires_identity_and_crop_review; image_size=260x190; meets_headshot_floor; default_decision_source_manual_recheck_required,review_only_manual_source_recheck_required: default_decision_source_manual_recheck_required,catalog_only_no_auto_approval_no_file_movement
chicago_sky_elizabeth_williams,Elizabeth Williams,chicago_sky,WNBA,,https://sky.wnba.com/roster,,cutout,assets/leagues/wnba/athletes/chicago_sky_elizabeth_williams/cutout.png,false,assets/leagues/wnba/athletes/chicago_sky_elizabeth_williams/cutout.png.approved,false,missing,missing_asset_not_renderable,missing_asset_review_required,cutout_not_onboarded,athlete_images_registry; source_note=missing_review_required,asset_file_missing; cutout_slot_requires_manual_crop_review,review_only_not_renderable_until_approved,catalog_only_no_auto_approval_no_file_movement
chicago_sky_elizabeth_williams,Elizabeth Williams,chicago_sky,WNBA,204322,https://cdn.wnba.com/headshots/wnba/latest/260x190/204322.png,0.72,headshot,assets/leagues/wnba/athletes/chicago_sky_elizabeth_williams/headshot.png,true,assets/leagues/wnba/athletes/chicago_sky_elizabeth_williams/headshot.png.approved,true,approved,approved_marker_present_manual_source_recheck_required,manual_source_recheck_required,,approved_assets_registry; decision_source=default; source_file=outputs/latest/review_files/athlete_image_approval_pack/downloads/chicago_sky/chicago_sky_elizabeth_williams__204322.png; approved_at_utc=2026-06-16T04:22:55.097300+00:00,approved_marker_present; headshot_slot_requires_identity_and_crop_review; image_size=260x190; meets_headshot_floor; default_decision_source_manual_recheck_required,review_only_manual_source_recheck_required: default_decision_source_manual_recheck_required,catalog_only_no_auto_approval_no_file_movement
chicago_sky_gabriela_jaquez,Gabriela Jaquez,chicago_sky,WNBA,,https://sky.wnba.com/roster,,cutout,assets/leagues/wnba/athletes/chicago_sky_gabriela_jaquez/cutout.png,false,assets/leagues/wnba/athletes/chicago_sky_gabriela_jaquez/cutout.png.approved,false,missing,missing_asset_not_renderable,missing_asset_review_required,cutout_not_onboarded,athlete_images_registry; source_note=missing_review_required,asset_file_missing; cutout_slot_requires_manual_crop_review,review_only_not_renderable_until_approved,catalog_only_no_auto_approval_no_file_movement
chicago_sky_gabriela_jaquez,Gabriela Jaquez,chicago_sky,WNBA,1643447,https://cdn.wnba.com/headshots/wnba/latest/260x190/1643447.png,0.72,headshot,assets/leagues/wnba/athletes/chicago_sky_gabriela_jaquez/headshot.png,true,assets/leagues/wnba/athletes/chicago_sky_gabriela_jaquez/headshot.png.approved,true,approved,approved_marker_present_manual_source_recheck_required,manual_source_recheck_required,,approved_assets_registry; decision_source=default; source_file=outputs/latest/review_files/athlete_image_approval_pack/downloads/chicago_sky/chicago_sky_gabriela_jaquez__1643447.png; approved_at_utc=2026-06-16T04:22:55.099359+00:00,approved_marker_present; headshot_slot_requires_identity_and_crop_review; image_size=260x190; meets_headshot_floor; default_decision_source_manual_recheck_required,review_only_manual_source_recheck_required: default_decision_source_manual_recheck_required,catalog_only_no_auto_approval_no_file_movement
chicago_sky_jacy_sheldon,Jacy Sheldon,chicago_sky,WNBA,,https://sky.wnba.com/roster,,cutout,assets/leagues/wnba/athletes/chicago_sky_jacy_sheldon/cutout.png,false,assets/leagues/wnba/athletes/chicago_sky_jacy_sheldon/cutout.png.approved,false,missing,missing_asset_not_renderable,missing_asset_review_required,cutout_not_onboarded,athlete_images_registry; source_note=missing_review_required,asset_file_missing; cutout_slot_requires_manual_crop_review,review_only_not_renderable_until_approved,catalog_only_no_auto_approval_no_file_movement
chicago_sky_jacy_sheldon,Jacy Sheldon,chicago_sky,WNBA,1642292,https://cdn.wnba.com/headshots/wnba/latest/260x190/1642292.png,0.72,headshot,assets/leagues/wnba/athletes/chicago_sky_jacy_sheldon/headshot.png,true,assets/leagues/wnba/athletes/chicago_sky_jacy_sheldon/headshot.png.approved,true,approved,approved_marker_present_manual_source_recheck_required,manual_source_recheck_required,,approved_assets_registry; decision_source=default; source_file=outputs/latest/review_files/athlete_image_approval_pack/downloads/chicago_sky/chicago_sky_jacy_sheldon__1642292.png; approved_at_utc=2026-06-16T04:22:55.097021+00:00,approved_marker_present; headshot_slot_requires_identity_and_crop_review; image_size=260x190; meets_headshot_floor; default_decision_source_manual_recheck_required,review_only_manual_source_recheck_required: default_decision_source_manual_recheck_required,catalog_only_no_auto_approval_no_file_movement
