name_variant,entity_id,type
N. Puoch,portland_fire_nyadiew_puoch,auto_alias
S. Barker,portland_fire_sarah_ashlee_barker,auto_alias
Sarah Ashlee Barker,portland_fire_sarah_ashlee_barker,canonical
Barker,portland_fire_sarah_ashlee_barker,auto_alias
serah williams,portland_fire_serah_williams,auto_alias
Williams,portland_fire_serah_williams,auto_alias
S. Williams,portland_fire_serah_williams,auto_alias
Oblak,portland_fire_teja_oblak,auto_alias
teja oblak,portland_fire_teja_oblak,auto_alias
T. Oblak,portland_fire_teja_oblak,auto_alias
Fam,seattle_storm_awa_fam,auto_alias
A. Fam,seattle_storm_awa_fam,auto_alias
awa fam,seattle_storm_awa_fam,auto_alias
D. Malonga,seattle_storm_dominique_malonga,auto_alias
dominique malonga,seattle_storm_dominique_malonga,auto_alias
Malonga,seattle_storm_dominique_malonga,auto_alias
Ezi Magbegor,seattle_storm_ezi_magbegor,canonical
Magbegor,seattle_storm_ezi_magbegor,auto_alias
E. Magbegor,seattle_storm_ezi_magbegor,auto_alias
flau'jae johnson,seattle_storm_flau_jae_johnson,auto_alias
Flau jae Johnson,seattle_storm_flau_jae_johnson,auto_alias
Johnson,seattle_storm_flau_jae_johnson,auto_alias
F. Johnson,seattle_storm_flau_jae_johnson,auto_alias
J. Melbourne,seattle_storm_jade_melbourne,auto_alias
jade melbourne,seattle_storm_jade_melbourne,auto_alias
Melbourne,seattle_storm_jade_melbourne,auto_alias
Horston,seattle_storm_jordan_horston,auto_alias
Jordan Horston,seattle_storm_jordan_horston,canonical
J. Horston,seattle_storm_jordan_horston,auto_alias
K. Samuelson,seattle_storm_katie_lou_samuelson,auto_alias
Katie Lou Samuelson,seattle_storm_katie_lou_samuelson,canonical
Samuelson,seattle_storm_katie_lou_samuelson,auto_alias
M. Holmes,seattle_storm_mackenzie_holmes,auto_alias
mackenzie holmes,seattle_storm_mackenzie_holmes,auto_alias
Holmes,seattle_storm_mackenzie_holmes,auto_alias
N. Hiedeman,seattle_storm_natisha_hiedeman,auto_alias
Hiedeman,seattle_storm_natisha_hiedeman,auto_alias
Natisha Hiedeman,seattle_storm_natisha_hiedeman,canonical
stefanie dolson,seattle_storm_stefanie_dolson,auto_alias
S. Dolson,seattle_storm_stefanie_dolson,auto_alias
Dolson,seattle_storm_stefanie_dolson,auto_alias
taina mair,seattle_storm_taina_mair,auto_alias
T. Mair,seattle_storm_taina_mair,auto_alias
Mair,seattle_storm_taina_mair,auto_alias
Thierry,seattle_storm_taylor_thierry,auto_alias
taylor thierry,seattle_storm_taylor_thierry,auto_alias
T. Thierry,seattle_storm_taylor_thierry,auto_alias
Cooke,seattle_storm_zia_cooke,auto_alias
zia cooke,seattle_storm_zia_cooke,auto_alias
Z. Cooke,seattle_storm_zia_cooke,auto_alias
brittney sykes,toronto_tempo_brittney_sykes,auto_alias
Sykes,toronto_tempo_brittney_sykes,auto_alias
B. Sykes,toronto_tempo_brittney_sykes,auto_alias
Isabelle Harrison,toronto_tempo_isabelle_harrison,canonical
I. Harrison,toronto_tempo_isabelle_harrison,auto_alias
Harrison,toronto_tempo_isabelle_harrison,auto_alias
julie allemand,toronto_tempo_julie_allemand,auto_alias
Allemand,toronto_tempo_julie_allemand,auto_alias
J. Allemand,toronto_tempo_julie_allemand,auto_alias
kia nurse,toronto_tempo_kia_nurse,auto_alias
Nurse,toronto_tempo_kia_nurse,auto_alias
K. Nurse,toronto_tempo_kia_nurse,auto_alias
Rice,toronto_tempo_kiki_rice,auto_alias
K. Rice,toronto_tempo_kiki_rice,auto_alias
Kiki Rice,toronto_tempo_kiki_rice,canonical
laura juskaite,toronto_tempo_laura_juskaite,auto_alias
Juskaite,toronto_tempo_laura_juskaite,auto_alias
L. Juskaite,toronto_tempo_laura_juskaite,auto_alias
Maria Conde,toronto_tempo_maria_conde,canonical
Conde,toronto_tempo_maria_conde,auto_alias
M. Conde,toronto_tempo_maria_conde,auto_alias
marina mabrey,toronto_tempo_marina_mabrey,auto_alias
Mabrey,toronto_tempo_marina_mabrey,auto_alias
M. Mabrey,toronto_tempo_marina_mabrey,auto_alias
Nyara Sabally,toronto_tempo_nyara_sabally,canonical
Sabally,toronto_tempo_nyara_sabally,auto_alias
N. Sabally,toronto_tempo_nyara_sabally,auto_alias
T. Fagbenle,toronto_tempo_temi_fagbenle,auto_alias
Temi Fagbenle,toronto_tempo_temi_fagbenle,canonical
Fagbenle,toronto_tempo_temi_fagbenle,auto_alias
Key,toronto_tempo_teonni_key,auto_alias
teonni key,toronto_tempo_teonni_key,auto_alias
T. Key,toronto_tempo_teonni_key,auto_alias
T. Pouye,toronto_tempo_tima_pouye,auto_alias
tima pouye,toronto_tempo_tima_pouye,auto_alias
Pouye,toronto_tempo_tima_pouye,auto_alias
Florez,washington_mystics_alicia_florez,auto_alias
Alicia Florez,washington_mystics_alicia_florez,canonical
A. Florez,washington_mystics_alicia_florez,auto_alias
angela dugalic,washington_mystics_angela_dugalic,auto_alias
Dugalic,washington_mystics_angela_dugalic,auto_alias
A. Dugalic,washington_mystics_angela_dugalic,auto_alias
Prosper,washington_mystics_cassandre_prosper,auto_alias
cassandre prosper,washington_mystics_cassandre_prosper,auto_alias
C. Prosper,washington_mystics_cassandre_prosper,auto_alias
Cotie McMahon,washington_mystics_cotie_mcmahon,canonical
C. McMahon,washington_mystics_cotie_mcmahon,auto_alias
McMahon,washington_mystics_cotie_mcmahon,auto_alias
Littlepage-Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
Darianna Littlepage Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
Darianna Littlepage-Buggs,washington_mystics_darianna_littlepage_buggs,canonical
D. Littlepage-Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
Georgia Amoore,washington_mystics_georgia_amoore,canonical
Amoore,washington_mystics_georgia_amoore,auto_alias
G. Amoore,washington_mystics_georgia_amoore,auto_alias
Iriafen,washington_mystics_kiki_iriafen,auto_alias
kiki iriafen,washington_mystics_kiki_iriafen,auto_alias
K. Iriafen,washington_mystics_kiki_iriafen,auto_alias
lauren betts,washington_mystics_lauren_betts,auto_alias
L. Betts,washington_mystics_lauren_betts,auto_alias
Betts,washington_mystics_lauren_betts,auto_alias
Lucy Olsen,washington_mystics_lucy_olsen,canonical
Olsen,washington_mystics_lucy_olsen,auto_alias
L. Olsen,washington_mystics_lucy_olsen,auto_alias
M. Onyenwere,washington_mystics_michaela_onyenwere,auto_alias
michaela onyenwere,washington_mystics_michaela_onyenwere,auto_alias
Onyenwere,washington_mystics_michaela_onyenwere,auto_alias
Harmon,washington_mystics_rori_harmon,auto_alias
rori harmon,washington_mystics_rori_harmon,auto_alias
R. Harmon,washington_mystics_rori_harmon,auto_alias
Austin,washington_mystics_shakira_austin,auto_alias
S. Austin,washington_mystics_shakira_austin,auto_alias
shakira austin,washington_mystics_shakira_austin,auto_alias
Citron,washington_mystics_sonia_citron,auto_alias
S. Citron,washington_mystics_sonia_citron,auto_alias
sonia citron,washington_mystics_sonia_citron,auto_alias
